tau_none,tau_split,tau_rest,node_reduction_pct,cost_reduction_pct,none_forced_wrong_pct,true_split_lost_pct,true_rect_lost_pct,rect_off_coverage_pct,rect_off_wrong_pct,label
0.50,0.70,-1.00,93.65386176539565,87.08366973664029,69.70098226242042,67.56335123989365,92.40653334327754,0.0,0.0,
0.50,0.90,-1.00,93.65386176539565,84.28323819440894,69.70098226242042,67.56335123989365,92.40653334327754,0.0,0.0,
0.70,0.70,-1.00,85.84338187098986,74.33104589518406,57.79079494029896,50.19933315742762,74.17989526434991,0.0,0.0,
0.70,0.90,-1.00,85.84338187098986,71.50666876733968,57.79079494029896,50.19933315742762,74.17989526434991,0.0,0.0,
0.80,0.70,-1.00,76.78167675905158,65.33917278696359,48.722021492613734,37.61957430281743,58.81567537561181,0.0,0.0,
0.80,0.90,-1.00,76.78167675905158,62.511715599479565,48.722021492613734,37.61957430281743,58.81567537561181,0.0,0.0,
0.90,0.70,-1.00,60.67373058443628,52.04695421541428,36.9612261833092,22.813657562904247,39.45845340038041,0.0,0.0,
0.90,0.90,-1.00,60.67373058443628,49.21827627258528,36.9612261833092,22.813657562904247,39.45845340038041,0.0,0.0,
0.95,0.70,-1.00,50.48490050932969,43.75929834738941,32.108276604316764,16.969795688694578,30.57273765787727,0.0,0.0,
0.95,0.90,-1.00,50.48490050932969,40.93024478753119,32.108276604316764,16.969795688694578,30.57273765787727,0.0,0.0,
0.97,0.70,-1.00,46.16275774668214,40.18497677956393,30.55242500948998,15.028975657524537,27.31212110341859,0.0,0.0,
0.97,0.90,-1.00,46.16275774668214,37.3559232197057,30.55242500948998,15.028975657524537,27.31212110341859,0.0,0.0,
0.99,0.70,-1.00,41.739440579204675,36.52716180642577,29.259182402988174,13.215191517456102,24.25736936417663,0.0,0.0,
0.99,0.90,-1.00,41.739440579204675,33.69780775294416,29.259182402988174,13.215191517456102,24.25736936417663,0.0,0.0,
0.99,0.70,-1.00,40.62003899649422,35.58920434922785,28.949365167686782,12.769117890360311,23.518993187853596,0.0,0.0,
0.99,0.90,-1.00,40.62003899649422,32.75985029574624,28.949365167686782,12.769117890360311,23.518993187853596,0.0,0.0,
1.00,0.70,-1.00,39.734330745593724,34.8484896543593,28.73223798695406,12.426942023629703,22.96080143375764,0.0,0.0,
1.00,0.90,-1.00,39.734330745593724,32.01906047747185,28.73223798695406,12.426942023629703,22.96080143375764,0.0,0.0,
