tau_none,tau_split,tau_rest,node_reduction_pct,cost_reduction_pct,none_forced_wrong_pct,true_split_lost_pct,true_rect_lost_pct,rect_off_coverage_pct,rect_off_wrong_pct,label
0.50,0.70,-1.00,90.93850159654113,90.49958734295816,62.82592906167672,64.89396976593468,60.44393910427337,0.0,0.0,
0.50,0.90,-1.00,90.93850159654113,86.33040734623438,62.82592906167672,64.89396976593468,60.44393910427337,0.0,0.0,
0.70,0.70,-1.00,84.55974100555031,83.63489816083295,52.49125308894411,50.908535451478365,46.36076448222156,0.0,0.0,
0.70,0.90,-1.00,84.55974100555031,79.35994440867968,52.49125308894411,50.908535451478365,46.36076448222156,0.0,0.0,
0.80,0.70,-1.00,79.56340914147579,78.15349798575367,45.591262221218166,43.32156133828996,38.60200737402704,0.0,0.0,
0.80,0.90,-1.00,79.56340914147579,73.870750180244,45.591262221218166,43.32156133828996,38.60200737402704,0.0,0.0,
0.90,0.70,-1.00,68.55056390073182,65.2402874304978,35.65284275032469,31.695989804404412,30.5143544642956,0.0,0.0,
0.90,0.90,-1.00,68.55056390073182,60.95575544409932,35.65284275032469,31.695989804404412,30.5143544642956,0.0,0.0,
0.95,0.70,-1.00,53.97579330956061,50.931052364144016,27.90969097926786,22.60067782126106,20.1905786114735,0.0,0.0,
0.95,0.90,-1.00,53.97579330956061,46.646520377745524,27.90969097926786,22.60067782126106,20.1905786114735,0.0,0.0,
0.97,0.70,-1.00,43.25021648015298,41.48802146859998,25.45820642690897,18.513881328252587,13.240489368056545,0.0,0.0,
0.97,0.90,-1.00,43.25021648015298,37.20348948220149,25.45820642690897,18.513881328252587,13.240489368056545,0.0,0.0,
0.99,0.70,-1.00,2.775568711401889,6.347456185838612,12.928891098955743,1.1353642489205114,1.128188586299657,0.0,0.0,
0.99,0.90,-1.00,2.775568711401889,2.062924199440122,12.928891098955743,1.1353642489205114,1.128188586299657,0.0,0.0,
0.99,0.70,-1.00,0.04517519859047367,4.460285281133696,4.1064198958935805,0.00890977369174823,0.008743360510612254,0.0,0.0,
0.99,0.90,-1.00,0.04517519859047367,0.17575329473520565,4.1064198958935805,0.00890977369174823,0.008743360510612254,0.0,0.0,
1.00,0.70,-1.00,0.0,4.425219344694358,0.0,0.0,0.0,0.0,0.0,
1.00,0.90,-1.00,0.0,0.1406873582958673,0.0,0.0,0.0,0.0,0.0,
