tau_none,tau_split,tau_rest,node_reduction_pct,cost_reduction_pct,none_forced_wrong_pct,true_split_lost_pct,true_rect_lost_pct,rect_off_coverage_pct,rect_off_wrong_pct,label
0.50,0.70,-1.00,47.2557194357084,69.77679584066743,19.21380106421915,3.4731841049526695,26.546979310806822,0.0,0.0,
0.50,0.90,-1.00,47.2557194357084,59.669899407672816,19.21380106421915,3.4731841049526695,26.546979310806822,0.0,0.0,
0.70,0.70,-1.00,36.66290582512011,62.00463887031092,10.721639419919413,1.8787655144517694,13.798683961915403,0.0,0.0,
0.70,0.90,-1.00,36.66290582512011,51.87836059860834,10.721639419919413,1.8787655144517694,13.798683961915403,0.0,0.0,
0.80,0.70,-1.00,29.972128180303915,57.71476268829108,7.294197734334794,1.2342975804942136,8.437144357427298,0.0,0.0,
0.80,0.90,-1.00,29.972128180303915,47.58206136538877,7.294197734334794,1.2342975804942136,8.437144357427298,0.0,0.0,
0.90,0.70,-1.00,20.10985991930101,51.72597694337469,3.6016770070833264,0.4817239612936727,3.187028179096707,0.0,0.0,
0.90,0.90,-1.00,20.10985991930101,41.580410737221456,3.6016770070833264,0.4817239612936727,3.187028179096707,0.0,0.0,
0.95,0.70,-1.00,13.986196383578777,47.310392175479926,1.7544530443474604,0.19237191439623744,1.1896945822390819,0.0,0.0,
0.95,0.90,-1.00,13.986196383578777,37.1124461746014,1.7544530443474604,0.19237191439623744,1.1896945822390819,0.0,0.0,
0.97,0.70,-1.00,10.478898446754902,43.60770140115586,1.1114183577261234,0.13118987846047647,0.5963424063243787,0.0,0.0,
0.97,0.90,-1.00,10.478898446754902,33.33406856888868,1.1114183577261234,0.13118987846047647,0.5963424063243787,0.0,0.0,
0.99,0.70,-1.00,4.540107458342604,36.995948552987564,0.36592712218505274,0.029097573864358482,0.09705759084610556,0.0,0.0,
0.99,0.90,-1.00,4.540107458342604,26.5843515858864,0.36592712218505274,0.029097573864358482,0.09705759084610556,0.0,0.0,
0.99,0.70,-1.00,2.3679395900106437,34.855060865609445,0.17924693010533668,0.006973709116630304,0.026595266042644408,0.0,0.0,
0.99,0.90,-1.00,2.3679395900106437,24.42331204489041,0.17924693010533668,0.006973709116630304,0.026595266042644408,0.0,0.0,
1.00,0.70,-1.00,0.36215325592163417,32.446055656009925,0.006915629322268326,0.0,0.00019890126938790123,0.0,0.0,
1.00,0.90,-1.00,0.36215325592163417,22.00042778606106,0.006915629322268326,0.0,0.00019890126938790123,0.0,0.0,
