tau_none,tau_split,tau_rest,node_reduction_pct,cost_reduction_pct,none_forced_wrong_pct,true_split_lost_pct,true_rect_lost_pct,rect_off_coverage_pct,rect_off_wrong_pct,label
0.80,0.90,-1.00,10.181196308091598,15.539444553963836,4.169033284107691,2.9017135467183963,0.6342293080701308,0.0,0.0,
0.80,0.90,0.05,10.181196308091598,16.24779958828744,4.169033284107691,2.9017135467183963,0.6342293080701308,0.16323468928937504,0.0,
0.80,0.90,0.10,10.181196308091598,17.807812125083906,4.169033284107691,2.9017135467183963,0.6342293080701308,0.5329633915309752,0.3198720511795282,
0.80,0.90,0.20,10.181196308091598,24.029927768787225,4.169033284107691,2.9017135467183963,0.6342293080701308,3.1828633410262475,1.7809319764327798,
0.85,0.90,-1.00,4.4217800750087015,6.533771031640369,1.2666492556803344,0.3863958784439633,0.4320862929172042,0.0,0.0,
0.85,0.90,0.05,4.4217800750087015,9.267452188276996,1.2666492556803344,0.3863958784439633,0.4320862929172042,0.5813621665876166,0.33852403520649965,
0.85,0.90,0.10,4.4217800750087015,12.37544378856551,1.2666492556803344,0.3863958784439633,0.4320862929172042,1.2758872464412725,0.4318988122782662,
0.85,0.90,0.20,4.4217800750087015,20.74264175525564,1.2666492556803344,0.3863958784439633,0.4320862929172042,7.3006807487251955,1.345158507655812,
0.90,0.90,-1.00,2.066529669682937,3.3464120217869504,0.58122993130919,0.016536518144235186,0.2060207250699548,0.0,0.0,
0.90,0.90,0.05,2.066529669682937,6.570688628526824,0.58122993130919,0.016536518144235186,0.2060207250699548,0.6705919263349764,0.5166475315729047,
0.90,0.90,0.10,2.066529669682937,10.287816961614523,0.58122993130919,0.016536518144235186,0.2060207250699548,2.0321784036293575,0.5777609395718886,
0.90,0.90,0.20,2.066529669682937,19.90348778363815,0.58122993130919,0.016536518144235186,0.2060207250699548,10.69290007910829,1.247434928177989,
0.95,0.90,-1.00,0.4470199080364952,1.2155471318028357,0.28027732703938635,0.0018333822235259607,0.02742564602632862,0.0,0.0,
0.95,0.90,0.05,0.4470199080364952,4.5969531303446445,0.28027732703938635,0.0018333822235259607,0.02742564602632862,0.9707312142531568,0.43222003929273084,
0.95,0.90,0.10,0.4470199080364952,9.923963490557702,0.28027732703938635,0.0018333822235259607,0.02742564602632862,5.607736861276979,0.6189634063392736,
0.95,0.90,0.20,0.4470199080364952,19.576660384287234,0.28027732703938635,0.0018333822235259607,0.02742564602632862,14.310561517468393,1.1087863320761757,
