tau_none,tau_split,tau_rest,node_reduction_pct,cost_reduction_pct,none_forced_wrong_pct,true_split_lost_pct,true_rect_lost_pct,rect_off_coverage_pct,rect_off_wrong_pct,label
0.80,0.70,-1.00,29.964761841765036,61.20843510641961,3.735171785894014,0.2008724837038155,4.206268875338419,0.0,0.0,
0.80,0.90,-1.00,29.964761841765036,52.86898582358729,3.735171785894014,0.2008724837038155,4.206268875338419,0.0,0.0,
0.90,0.70,-1.00,22.76504912896805,56.67347089959235,1.4309922408791722,0.06253729903192261,1.3681240607199747,0.0,0.0,
0.90,0.90,-1.00,22.76504912896805,48.301737333098224,1.4309922408791722,0.06253729903192261,1.3681240607199747,0.0,0.0,
0.95,0.70,-1.00,17.43189519353927,53.27180169924971,0.49822658863492797,0.02521897887999318,0.39929286784549245,0.0,0.0,
0.95,0.90,-1.00,17.43189519353927,44.86616869586811,0.49822658863492797,0.02521897887999318,0.39929286784549245,0.0,0.0,
0.97,0.70,-1.00,14.760996139437271,51.366179651364796,0.22528491916247018,0.013428748122625674,0.16199595315769846,0.0,0.0,
0.97,0.90,-1.00,14.760996139437271,42.93429101764043,0.22528491916247018,0.013428748122625674,0.16199595315769846,0.0,0.0,
0.99,0.70,-1.00,10.832257196461752,48.261794635562794,0.04695124517940233,0.0045447394640703385,0.026808943626072102,0.0,0.0,
0.99,0.90,-1.00,10.832257196461752,39.785339041321,0.04695124517940233,0.0045447394640703385,0.026808943626072102,0.0,0.0,
